Year,State,Metric,Age Range,"Events per 1,000 women"
2000,AK,Birth Rate,Total,70.700000000000003
2005,AK,Birth Rate,Total,73.900000000000006
2006,AK,Birth Rate,Total,77.200000000000003
2007,AK,Birth Rate,Total,78
2008,AK,Birth Rate,Total,81.299999999999997
2009,AK,Birth Rate,Total,79.5
2010,AK,Birth Rate,Total,79.700000000000003
2011,AK,Birth Rate,Total,78.799999999999997
2012,AK,Birth Rate,Total,76.299999999999997
2013,AK,Birth Rate,Total,77.5
2014,AK,Birth Rate,Total,77.5
2015,AK,Birth Rate,Total,77
2016,AK,Birth Rate,Total,76.299999999999997
1988,AZ,Birth Rate,Total,79.799999999999997
1992,AZ,Birth Rate,Total,78.400000000000006
1996,AZ,Birth Rate,Total,74.900000000000006
2000,AZ,Birth Rate,Total,78.299999999999997
2005,AZ,Birth Rate,Total,80.599999999999994
2006,AZ,Birth Rate,Total,83.5
2007,AZ,Birth Rate,Total,82.599999999999994
2008,AZ,Birth Rate,Total,79
2009,AZ,Birth Rate,Total,73.5
2010,AZ,Birth Rate,Total,69.200000000000003
2011,AZ,Birth Rate,Total,67.200000000000003
2012,AZ,Birth Rate,Total,67.200000000000003
2013,AZ,Birth Rate,Total,66
2014,AZ,Birth Rate,Total,66.200000000000003
2015,AZ,Birth Rate,Total,64.400000000000006
2016,AZ,Birth Rate,Total,63
1988,AR,Birth Rate,Total,67
1992,AR,Birth Rate,Total,65.799999999999997
1996,AR,Birth Rate,Total,65.700000000000003
2000,AR,Birth Rate,Total,67.099999999999994
2005,AR,Birth Rate,Total,69.5
2006,AR,Birth Rate,Total,72.099999999999994
2007,AR,Birth Rate,Total,72.700000000000003
2008,AR,Birth Rate,Total,71.5
2009,AR,Birth Rate,Total,70
2010,AR,Birth Rate,Total,67.599999999999994
2011,AR,Birth Rate,Total,67.599999999999994
2012,AR,Birth Rate,Total,66.700000000000003
2013,AR,Birth Rate,Total,65.700000000000003
2014,AR,Birth Rate,Total,66.799999999999997
2015,AR,Birth Rate,Total,67.400000000000006
2016,AR,Birth Rate,Total,66.400000000000006
1988,CA,Birth Rate,Total,76.900000000000006
1992,CA,Birth Rate,Total,82.599999999999994
1996,CA,Birth Rate,Total,74.5
2000,CA,Birth Rate,Total,70.200000000000003
2005,CA,Birth Rate,Total,70.5
2006,CA,Birth Rate,Total,72.099999999999994
2007,CA,Birth Rate,Total,72.599999999999994
2008,CA,Birth Rate,Total,70.5
2009,CA,Birth Rate,Total,67.099999999999994
2010,CA,Birth Rate,Total,64.700000000000003
2011,CA,Birth Rate,Total,63.399999999999999
2012,CA,Birth Rate,Total,63.200000000000003
2013,CA,Birth Rate,Total,61.799999999999997
2014,CA,Birth Rate,Total,62.600000000000001
2015,CA,Birth Rate,Total,61.100000000000001
2016,CA,Birth Rate,Total,60.600000000000001
1988,CO,Birth Rate,Total,65.700000000000003
1992,CO,Birth Rate,Total,64.700000000000003
1996,CO,Birth Rate,Total,60.5
2000,CO,Birth Rate,Total,67.099999999999994
2005,CO,Birth Rate,Total,69.599999999999994
2006,CO,Birth Rate,Total,70.900000000000006
2007,CO,Birth Rate,Total,70.5
2008,CO,Birth Rate,Total,69.099999999999994
2009,CO,Birth Rate,Total,67.200000000000003
2010,CO,Birth Rate,Total,64.5
2011,CO,Birth Rate,Total,62.399999999999999
2012,CO,Birth Rate,Total,61.700000000000003
2013,CO,Birth Rate,Total,60.700000000000003
2014,CO,Birth Rate,Total,60.700000000000003
2015,CO,Birth Rate,Total,60.200000000000003
2016,CO,Birth Rate,Total,59.299999999999997
1988,CT,Birth Rate,Total,61
1992,CT,Birth Rate,Total,62.600000000000001
1996,CT,Birth Rate,Total,60.5
2000,CT,Birth Rate,Total,59.5
2005,CT,Birth Rate,Total,58.799999999999997
2006,CT,Birth Rate,Total,59.200000000000003
2007,CT,Birth Rate,Total,59.399999999999999
2008,CT,Birth Rate,Total,57.799999999999997
2009,CT,Birth Rate,Total,56
2010,CT,Birth Rate,Total,54.5
2011,CT,Birth Rate,Total,54.100000000000001
2012,CT,Birth Rate,Total,53.200000000000003
2013,CT,Birth Rate,Total,52.799999999999997
2014,CT,Birth Rate,Total,53.200000000000003
2015,CT,Birth Rate,Total,52.799999999999997
2016,CT,Birth Rate,Total,53.600000000000001
1988,DE,Birth Rate,Total,65.799999999999997
1992,DE,Birth Rate,Total,64.900000000000006
1996,DE,Birth Rate,Total,59.600000000000001
2000,DE,Birth Rate,Total,63.5
2005,DE,Birth Rate,Total,65.299999999999997
2006,DE,Birth Rate,Total,66.900000000000006
2007,DE,Birth Rate,Total,67.700000000000003
2008,DE,Birth Rate,Total,67.200000000000003
2009,DE,Birth Rate,Total,64.400000000000006
2010,DE,Birth Rate,Total,63.399999999999999
2011,DE,Birth Rate,Total,62.799999999999997
2012,DE,Birth Rate,Total,61.600000000000001
2013,DE,Birth Rate,Total,60.399999999999999
2014,DE,Birth Rate,Total,61.100000000000001
2015,DE,Birth Rate,Total,62.200000000000003
2016,DE,Birth Rate,Total,61.5
1988,DC,Birth Rate,Total,60.399999999999999
1992,DC,Birth Rate,Total,68.400000000000006
1996,DC,Birth Rate,Total,56.899999999999999
2000,DC,Birth Rate,Total,53.399999999999999
2005,DC,Birth Rate,Total,55.399999999999999
2006,DC,Birth Rate,Total,57.899999999999999
2007,DC,Birth Rate,Total,59.399999999999999
2008,DC,Birth Rate,Total,59.700000000000003
2009,DC,Birth Rate,Total,57.399999999999999
2010,DC,Birth Rate,Total,56.100000000000001
2011,DC,Birth Rate,Total,55.600000000000001
2012,DC,Birth Rate,Total,54.899999999999999
2013,DC,Birth Rate,Total,53.200000000000003
2014,DC,Birth Rate,Total,53.600000000000001
2015,DC,Birth Rate,Total,52.899999999999999
2016,DC,Birth Rate,Total,53.5
1988,FL,Birth Rate,Total,68.700000000000003
1992,FL,Birth Rate,Total,66.299999999999997
1996,FL,Birth Rate,Total,61.799999999999997
2000,FL,Birth Rate,Total,63.100000000000001
2005,FL,Birth Rate,Total,64.299999999999997
2006,FL,Birth Rate,Total,66.400000000000006
2007,FL,Birth Rate,Total,66.799999999999997
2008,FL,Birth Rate,Total,64.700000000000003
2009,FL,Birth Rate,Total,62.200000000000003
2010,FL,Birth Rate,Total,60.200000000000003
2011,FL,Birth Rate,Total,59.399999999999999
2012,FL,Birth Rate,Total,58.899999999999999
2013,FL,Birth Rate,Total,59
2014,FL,Birth Rate,Total,59.700000000000003
2015,FL,Birth Rate,Total,60
2016,FL,Birth Rate,Total,59.399999999999999
1988,GA,Birth Rate,Total,66.599999999999994
1992,GA,Birth Rate,Total,66.400000000000006
1996,GA,Birth Rate,Total,63.5
2000,GA,Birth Rate,Total,69.599999999999994
2005,GA,Birth Rate,Total,71.400000000000006
2006,GA,Birth Rate,Total,73.400000000000006
2007,GA,Birth Rate,Total,73.599999999999994
2008,GA,Birth Rate,Total,70.799999999999997
2009,GA,Birth Rate,Total,68.099999999999994
2010,GA,Birth Rate,Total,64.599999999999994
2011,GA,Birth Rate,Total,63.799999999999997
2012,GA,Birth Rate,Total,62.399999999999999
2013,GA,Birth Rate,Total,61.600000000000001
2014,GA,Birth Rate,Total,62.299999999999997
2015,GA,Birth Rate,Total,62.200000000000003
2016,GA,Birth Rate,Total,61
1988,HI,Birth Rate,Total,74.700000000000003
1992,HI,Birth Rate,Total,75
1996,HI,Birth Rate,Total,70.299999999999997
2000,HI,Birth Rate,Total,69.200000000000003
2005,HI,Birth Rate,Total,69.200000000000003
2006,HI,Birth Rate,Total,72.799999999999997
2007,HI,Birth Rate,Total,73.700000000000003
2008,HI,Birth Rate,Total,74.799999999999997
2009,HI,Birth Rate,Total,72.299999999999997
2010,HI,Birth Rate,Total,72.299999999999997
2011,HI,Birth Rate,Total,71.599999999999994
2012,HI,Birth Rate,Total,71.200000000000003
2013,HI,Birth Rate,Total,70.900000000000006
2014,HI,Birth Rate,Total,69.5
2015,HI,Birth Rate,Total,69
2016,HI,Birth Rate,Total,67.599999999999994
1988,ID,Birth Rate,Total,72.200000000000003
1992,ID,Birth Rate,Total,73.299999999999997
1996,ID,Birth Rate,Total,70
2000,ID,Birth Rate,Total,73.099999999999994
2005,ID,Birth Rate,Total,78.900000000000006
2006,ID,Birth Rate,Total,81.400000000000006
2007,ID,Birth Rate,Total,83
2008,ID,Birth Rate,Total,82.5
2009,ID,Birth Rate,Total,77.599999999999994
2010,ID,Birth Rate,Total,75.700000000000003
2011,ID,Birth Rate,Total,72.400000000000006
2012,ID,Birth Rate,Total,74.200000000000003
2013,ID,Birth Rate,Total,71.900000000000006
2014,ID,Birth Rate,Total,72.799999999999997
2015,ID,Birth Rate,Total,71.900000000000006
2016,ID,Birth Rate,Total,69.5
1988,IL,Birth Rate,Total,68.799999999999997
1992,IL,Birth Rate,Total,70.5
1996,IL,Birth Rate,Total,66.799999999999997
2000,IL,Birth Rate,Total,67.5
2005,IL,Birth Rate,Total,67
2006,IL,Birth Rate,Total,67.900000000000006
2007,IL,Birth Rate,Total,68.099999999999994
2008,IL,Birth Rate,Total,66.799999999999997
2009,IL,Birth Rate,Total,64.799999999999997
2010,IL,Birth Rate,Total,62.799999999999997
2011,IL,Birth Rate,Total,61.5
2012,IL,Birth Rate,Total,60.899999999999999
2013,IL,Birth Rate,Total,60.200000000000003
2014,IL,Birth Rate,Total,61.100000000000001
2015,IL,Birth Rate,Total,61.399999999999999
2016,IL,Birth Rate,Total,60.600000000000001
1988,IN,Birth Rate,Total,63
1992,IN,Birth Rate,Total,63.799999999999997
1996,IN,Birth Rate,Total,62.299999999999997
2000,IN,Birth Rate,Total,66.200000000000003
2005,IN,Birth Rate,Total,67
2006,IN,Birth Rate,Total,68.099999999999994
2007,IN,Birth Rate,Total,69.200000000000003
2008,IN,Birth Rate,Total,68.5
2009,IN,Birth Rate,Total,67.099999999999994
2010,IN,Birth Rate,Total,65.200000000000003
2011,IN,Birth Rate,Total,65
2012,IN,Birth Rate,Total,64.700000000000003
2013,IN,Birth Rate,Total,64.299999999999997
2014,IN,Birth Rate,Total,65
2015,IN,Birth Rate,Total,65
2016,IN,Birth Rate,Total,64.299999999999997
1988,IA,Birth Rate,Total,62.100000000000001
1992,IA,Birth Rate,Total,62.5
1996,IA,Birth Rate,Total,59.799999999999997
2000,IA,Birth Rate,Total,62.700000000000003
2005,IA,Birth Rate,Total,66.900000000000006
2006,IA,Birth Rate,Total,69.5
2007,IA,Birth Rate,Total,70.299999999999997
2008,IA,Birth Rate,Total,69.400000000000006
2009,IA,Birth Rate,Total,68.799999999999997
2010,IA,Birth Rate,Total,67.099999999999994
2011,IA,Birth Rate,Total,65.900000000000006
2012,IA,Birth Rate,Total,66.700000000000003
2013,IA,Birth Rate,Total,66.900000000000006
2014,IA,Birth Rate,Total,67.599999999999994
2015,IA,Birth Rate,Total,67.099999999999994
2016,IA,Birth Rate,Total,66.799999999999997
1988,KS,Birth Rate,Total,69.700000000000003
1992,KS,Birth Rate,Total,67.700000000000003
1996,KS,Birth Rate,Total,63.799999999999997
2000,KS,Birth Rate,Total,69.099999999999994
2005,KS,Birth Rate,Total,71.299999999999997
2006,KS,Birth Rate,Total,73.700000000000003
2007,KS,Birth Rate,Total,75.700000000000003
2008,KS,Birth Rate,Total,75.599999999999994
2009,KS,Birth Rate,Total,74.799999999999997
2010,KS,Birth Rate,Total,73.200000000000003
2011,KS,Birth Rate,Total,71.200000000000003
2012,KS,Birth Rate,Total,72.200000000000003
2013,KS,Birth Rate,Total,69.400000000000006
2014,KS,Birth Rate,Total,70.099999999999994
2015,KS,Birth Rate,Total,69.799999999999997
2016,KS,Birth Rate,Total,67.900000000000006
1988,KY,Birth Rate,Total,58.700000000000003
1992,KY,Birth Rate,Total,61.299999999999997
1996,KY,Birth Rate,Total,59
2000,KY,Birth Rate,Total,63.100000000000001
2005,KY,Birth Rate,Total,65
2006,KY,Birth Rate,Total,67.299999999999997
2007,KY,Birth Rate,Total,68.799999999999997
2008,KY,Birth Rate,Total,67.700000000000003
2009,KY,Birth Rate,Total,67.200000000000003
2010,KY,Birth Rate,Total,65.200000000000003
2011,KY,Birth Rate,Total,64.700000000000003
2012,KY,Birth Rate,Total,65.200000000000003
2013,KY,Birth Rate,Total,65.099999999999994
2014,KY,Birth Rate,Total,65.900000000000006
2015,KY,Birth Rate,Total,65.700000000000003
2016,KY,Birth Rate,Total,65.299999999999997
1988,LA,Birth Rate,Total,72.299999999999997
1992,LA,Birth Rate,Total,69.900000000000006
1996,LA,Birth Rate,Total,63.899999999999999
2000,LA,Birth Rate,Total,67.5
2005,LA,Birth Rate,Total,62
2006,LA,Birth Rate,Total,69.799999999999997
2007,LA,Birth Rate,Total,72.400000000000006
2008,LA,Birth Rate,Total,70.900000000000006
2009,LA,Birth Rate,Total,70.200000000000003
2010,LA,Birth Rate,Total,67.099999999999994
2011,LA,Birth Rate,Total,66.400000000000006
2012,LA,Birth Rate,Total,67
2013,LA,Birth Rate,Total,67.400000000000006
2014,LA,Birth Rate,Total,68.700000000000003
2015,LA,Birth Rate,Total,68.900000000000006
2016,LA,Birth Rate,Total,67.400000000000006
1988,ME,Birth Rate,Total,60.700000000000003
1992,ME,Birth Rate,Total,56.899999999999999
1996,ME,Birth Rate,Total,50.399999999999999
2000,ME,Birth Rate,Total,50.899999999999999
2005,ME,Birth Rate,Total,54.299999999999997
2006,ME,Birth Rate,Total,55.200000000000003
2007,ME,Birth Rate,Total,55.799999999999997
2008,ME,Birth Rate,Total,54.5
2009,ME,Birth Rate,Total,55
2010,ME,Birth Rate,Total,53.799999999999997
2011,ME,Birth Rate,Total,53.200000000000003
2012,ME,Birth Rate,Total,54.100000000000001
2013,ME,Birth Rate,Total,54.399999999999999
2014,ME,Birth Rate,Total,54.200000000000003
2015,ME,Birth Rate,Total,54.299999999999997
2016,ME,Birth Rate,Total,54.899999999999999
1988,MD,Birth Rate,Total,64.299999999999997
1992,MD,Birth Rate,Total,65.200000000000003
1996,MD,Birth Rate,Total,60
2000,MD,Birth Rate,Total,62.399999999999999
2005,MD,Birth Rate,Total,62
2006,MD,Birth Rate,Total,64.099999999999994
2007,MD,Birth Rate,Total,65
2008,MD,Birth Rate,Total,64.599999999999994
2009,MD,Birth Rate,Total,62.899999999999999
2010,MD,Birth Rate,Total,61.799999999999997
2011,MD,Birth Rate,Total,61.100000000000001
2012,MD,Birth Rate,Total,60.899999999999999
2013,MD,Birth Rate,Total,60.100000000000001
2014,MD,Birth Rate,Total,61.799999999999997
2015,MD,Birth Rate,Total,61.700000000000003
2016,MD,Birth Rate,Total,61.600000000000001
1988,MA,Birth Rate,Total,59
1992,MA,Birth Rate,Total,60.299999999999997
1996,MA,Birth Rate,Total,56.200000000000003
2000,MA,Birth Rate,Total,57.399999999999999
2005,MA,Birth Rate,Total,55.899999999999999
2006,MA,Birth Rate,Total,56.899999999999999
2007,MA,Birth Rate,Total,57.399999999999999
2008,MA,Birth Rate,Total,56.799999999999997
2009,MA,Birth Rate,Total,55.399999999999999
2010,MA,Birth Rate,Total,53.799999999999997
2011,MA,Birth Rate,Total,53.899999999999999
2012,MA,Birth Rate,Total,53.299999999999997
2013,MA,Birth Rate,Total,52.5
2014,MA,Birth Rate,Total,52.299999999999997
2015,MA,Birth Rate,Total,52
2016,MA,Birth Rate,Total,51.799999999999997
1988,MI,Birth Rate,Total,62.899999999999999
1992,MI,Birth Rate,Total,65
1996,MI,Birth Rate,Total,60.399999999999999
2000,MI,Birth Rate,Total,63.200000000000003
2005,MI,Birth Rate,Total,61.899999999999999
2006,MI,Birth Rate,Total,62.5
2007,MI,Birth Rate,Total,62.299999999999997
2008,MI,Birth Rate,Total,61.399999999999999
2009,MI,Birth Rate,Total,60.5
2010,MI,Birth Rate,Total,59.799999999999997
2011,MI,Birth Rate,Total,59.799999999999997
2012,MI,Birth Rate,Total,59.5
2013,MI,Birth Rate,Total,59.799999999999997
2014,MI,Birth Rate,Total,60.399999999999999
2015,MI,Birth Rate,Total,60.100000000000001
2016,MI,Birth Rate,Total,60.299999999999997
1988,MN,Birth Rate,Total,65.400000000000006
1992,MN,Birth Rate,Total,63.299999999999997
1996,MN,Birth Rate,Total,59.600000000000001
2000,MN,Birth Rate,Total,62.399999999999999
2005,MN,Birth Rate,Total,66.299999999999997
2006,MN,Birth Rate,Total,69
2007,MN,Birth Rate,Total,69.400000000000006
2008,MN,Birth Rate,Total,68.599999999999994
2009,MN,Birth Rate,Total,67.200000000000003
2010,MN,Birth Rate,Total,65.700000000000003
2011,MN,Birth Rate,Total,65.5
2012,MN,Birth Rate,Total,65.799999999999997
2013,MN,Birth Rate,Total,66
2014,MN,Birth Rate,Total,66.5
2015,MN,Birth Rate,Total,66.400000000000006
2016,MN,Birth Rate,Total,66
1988,MS,Birth Rate,Total,70.099999999999994
1992,MS,Birth Rate,Total,70.200000000000003
1996,MS,Birth Rate,Total,65.099999999999994
2000,MS,Birth Rate,Total,69.400000000000006
2005,MS,Birth Rate,Total,68.700000000000003
2006,MS,Birth Rate,Total,75.5
2007,MS,Birth Rate,Total,76.299999999999997
2008,MS,Birth Rate,Total,73.900000000000006
2009,MS,Birth Rate,Total,70.799999999999997
2010,MS,Birth Rate,Total,66.299999999999997
2011,MS,Birth Rate,Total,66.099999999999994
2012,MS,Birth Rate,Total,64.200000000000003
2013,MS,Birth Rate,Total,64.099999999999994
2014,MS,Birth Rate,Total,64.400000000000006
2015,MS,Birth Rate,Total,64.099999999999994
2016,MS,Birth Rate,Total,63.700000000000003
1988,MO,Birth Rate,Total,65.5
1992,MO,Birth Rate,Total,65
1996,MO,Birth Rate,Total,61.399999999999999
2000,MO,Birth Rate,Total,63.399999999999999
2005,MO,Birth Rate,Total,65.900000000000006
2006,MO,Birth Rate,Total,68.299999999999997
2007,MO,Birth Rate,Total,68.900000000000006
2008,MO,Birth Rate,Total,68.400000000000006
2009,MO,Birth Rate,Total,66.900000000000006
2010,MO,Birth Rate,Total,65.200000000000003
2011,MO,Birth Rate,Total,64.799999999999997
2012,MO,Birth Rate,Total,64.299999999999997
2013,MO,Birth Rate,Total,64.200000000000003
2014,MO,Birth Rate,Total,64.200000000000003
2015,MO,Birth Rate,Total,64
2016,MO,Birth Rate,Total,63.899999999999999
1988,MT,Birth Rate,Total,65.700000000000003
1992,MT,Birth Rate,Total,64
1996,MT,Birth Rate,Total,57.100000000000001
2000,MT,Birth Rate,Total,59.100000000000001
2005,MT,Birth Rate,Total,64
2006,MT,Birth Rate,Total,69.200000000000003
2007,MT,Birth Rate,Total,68.700000000000003
2008,MT,Birth Rate,Total,69.599999999999994
2009,MT,Birth Rate,Total,68.099999999999994
2010,MT,Birth Rate,Total,67
2011,MT,Birth Rate,Total,66.700000000000003
2012,MT,Birth Rate,Total,66.599999999999994
2013,MT,Birth Rate,Total,67.200000000000003
2014,MT,Birth Rate,Total,67.099999999999994
2015,MT,Birth Rate,Total,67.5
2016,MT,Birth Rate,Total,65.200000000000003
1988,NE,Birth Rate,Total,67.599999999999994
1992,NE,Birth Rate,Total,65.299999999999997
1996,NE,Birth Rate,Total,63.399999999999999
2000,NE,Birth Rate,Total,67.5
2005,NE,Birth Rate,Total,73.099999999999994
2006,NE,Birth Rate,Total,75.099999999999994
2007,NE,Birth Rate,Total,76
2008,NE,Birth Rate,Total,76.299999999999997
2009,NE,Birth Rate,Total,76.099999999999994
2010,NE,Birth Rate,Total,72.900000000000006
2011,NE,Birth Rate,Total,72.099999999999994
2012,NE,Birth Rate,Total,72.299999999999997
2013,NE,Birth Rate,Total,72.299999999999997
2014,NE,Birth Rate,Total,73.799999999999997
2015,NE,Birth Rate,Total,73.099999999999994
2016,NE,Birth Rate,Total,72.299999999999997
1988,NV,Birth Rate,Total,71
1992,NV,Birth Rate,Total,72.900000000000006
1996,NV,Birth Rate,Total,71.299999999999997
2000,NV,Birth Rate,Total,72.099999999999994
2005,NV,Birth Rate,Total,73.900000000000006
2006,NV,Birth Rate,Total,76.5
2007,NV,Birth Rate,Total,76.400000000000006
2008,NV,Birth Rate,Total,72.099999999999994
2009,NV,Birth Rate,Total,68.400000000000006
2010,NV,Birth Rate,Total,65.400000000000006
2011,NV,Birth Rate,Total,64.400000000000006
2012,NV,Birth Rate,Total,63.299999999999997
2013,NV,Birth Rate,Total,63.100000000000001
2014,NV,Birth Rate,Total,63.899999999999999
2015,NV,Birth Rate,Total,63.899999999999999
2016,NV,Birth Rate,Total,63.100000000000001
1988,NH,Birth Rate,Total,64.099999999999994
1992,NH,Birth Rate,Total,60.100000000000001
1996,NH,Birth Rate,Total,54.299999999999997
2000,NH,Birth Rate,Total,54.200000000000003
2005,NH,Birth Rate,Total,54.100000000000001
2006,NH,Birth Rate,Total,54.399999999999999
2007,NH,Birth Rate,Total,54.299999999999997
2008,NH,Birth Rate,Total,53.200000000000003
2009,NH,Birth Rate,Total,52.799999999999997
2010,NH,Birth Rate,Total,51.600000000000001
2011,NH,Birth Rate,Total,51.799999999999997
2012,NH,Birth Rate,Total,50.100000000000001
2013,NH,Birth Rate,Total,50.600000000000001
2014,NH,Birth Rate,Total,50.399999999999999
2015,NH,Birth Rate,Total,51.200000000000003
2016,NH,Birth Rate,Total,50.5
1988,NJ,Birth Rate,Total,64
1992,NJ,Birth Rate,Total,66
1996,NJ,Birth Rate,Total,63
2000,NJ,Birth Rate,Total,63.700000000000003
2005,NJ,Birth Rate,Total,63.700000000000003
2006,NJ,Birth Rate,Total,64.799999999999997
2007,NJ,Birth Rate,Total,65.900000000000006
2008,NJ,Birth Rate,Total,64.299999999999997
2009,NJ,Birth Rate,Total,63.299999999999997
2010,NJ,Birth Rate,Total,61.600000000000001
2011,NJ,Birth Rate,Total,61.299999999999997
2012,NJ,Birth Rate,Total,60.700000000000003
2013,NJ,Birth Rate,Total,60
2014,NJ,Birth Rate,Total,60.799999999999997
2015,NJ,Birth Rate,Total,61
2016,NJ,Birth Rate,Total,61
1988,NM,Birth Rate,Total,77.099999999999994
1992,NM,Birth Rate,Total,76.599999999999994
1996,NM,Birth Rate,Total,69.599999999999994
2000,NM,Birth Rate,Total,69.599999999999994
2005,NM,Birth Rate,Total,73
2006,NM,Birth Rate,Total,75.5
2007,NM,Birth Rate,Total,77
2008,NM,Birth Rate,Total,76.099999999999994
2009,NM,Birth Rate,Total,73
2010,NM,Birth Rate,Total,69.700000000000003
2011,NM,Birth Rate,Total,67.900000000000006
2012,NM,Birth Rate,Total,67.299999999999997
2013,NM,Birth Rate,Total,65.5
2014,NM,Birth Rate,Total,65.099999999999994
2015,NM,Birth Rate,Total,64.700000000000003
2016,NM,Birth Rate,Total,62
1988,NY,Birth Rate,Total,64.799999999999997
1992,NY,Birth Rate,Total,67.200000000000003
1996,NY,Birth Rate,Total,62.399999999999999
2000,NY,Birth Rate,Total,61.399999999999999
2005,NY,Birth Rate,Total,59.899999999999999
2006,NY,Birth Rate,Total,61.200000000000003
2007,NY,Birth Rate,Total,62.299999999999997
2008,NY,Birth Rate,Total,61.600000000000001
2009,NY,Birth Rate,Total,61.200000000000003
2010,NY,Birth Rate,Total,60.399999999999999
2011,NY,Birth Rate,Total,59.700000000000003
2012,NY,Birth Rate,Total,59.700000000000003
2013,NY,Birth Rate,Total,58.899999999999999
2014,NY,Birth Rate,Total,59.600000000000001
2015,NY,Birth Rate,Total,59.600000000000001
2016,NY,Birth Rate,Total,59.299999999999997
1988,NC,Birth Rate,Total,62
1992,NC,Birth Rate,Total,63.799999999999997
1996,NC,Birth Rate,Total,60.700000000000003
2000,NC,Birth Rate,Total,67.400000000000006
2005,NC,Birth Rate,Total,66.599999999999994
2006,NC,Birth Rate,Total,68.099999999999994
2007,NC,Birth Rate,Total,68.599999999999994
